date,close
,2330.TW
2024-05-17,809.0238647460938
2024-05-20,809.0238647460938
2024-05-21,814.8372192382812
2024-05-22,837.1217041015625
2024-05-23,847.7794189453125
2024-05-24,840.0283813476562
2024-05-27,841.9661865234375
2024-05-28,838.090576171875
2024-05-29,830.3394775390625
2024-05-30,811.9304809570312
2024-05-31,795.4594116210938
2024-06-03,819.6815795898438
2024-06-04,812.8992919921875
2024-06-05,827.4328002929688
2024-06-06,866.1884155273438
2024-06-07,851.6550903320312
2024-06-11,855.5305786132812
2024-06-12,880.7216796875
2024-06-13,893.8521728515625
2024-06-14,896.7700805664062
2024-06-17,895.7974243164062
2024-06-18,917.1953735351562
2024-06-19,954.1556396484375
2024-06-20,954.1556396484375
2024-06-21,943.4564819335938
2024-06-24,914.2775268554688
2024-06-25,919.1406860351562
2024-06-26,933.730224609375
2024-06-27,933.730224609375
2024-06-28,939.5660400390625
2024-07-01,941.5111694335938
2024-07-02,933.730224609375
2024-07-03,952.2102661132812
2024-07-04,977.4988403320312
2024-07-05,977.4988403320312
2024-07-08,1006.6777954101562
2024-07-09,1011.5409545898438
2024-07-10,1016.4041748046875
2024-07-11,1050.4464111328125
2024-07-12,1011.5409545898438
2024-07-15,1011.5409545898438
2024-07-16,1026.1304931640625
2024-07-17,1001.8146362304688
2024-07-18,977.4988403320312
2024-07-19,943.4564819335938
2024-07-22,913.3048706054688
2024-07-23,952.2102661132812
2024-07-26,898.71533203125
2024-07-29,918.16796875
2024-07-30,914.2775268554688
2024-07-31,908.4417114257812
2024-08-01,933.730224609375
2024-08-02,878.2899169921875
2024-08-05,792.697998046875
2024-08-06,855.9193115234375
2024-08-07,894.82470703125
2024-08-08,871.4814453125
2024-08-09,908.4417114257812
2024-08-12,914.2775268554688
2024-08-13,915.2501220703125
2024-08-14,922.05859375
2024-08-15,917.1953735351562
2024-08-16,942.48388671875
2024-08-19,946.3743896484375
2024-08-20,946.3743896484375
2024-08-21,931.784912109375
2024-08-22,924.9764404296875
2024-08-23,923.0311889648438
2024-08-26,924.00390625
2024-08-27,916.2227783203125
2024-08-28,937.6207885742188
2024-08-29,917.1953735351562
2024-08-30,918.16796875
2024-09-02,922.05859375
2024-09-03,914.2775268554688
2024-09-04,864.6730346679688
2024-09-05,877.3173828125
2024-09-06,892.8795166015625
2024-09-09,874.3994140625
2024-09-10,879.2626342773438
2024-09-11,876.3447265625
2024-09-12,918.3546752929688
2024-09-13,925.1934204101562
2024-09-16,925.1934204101562
2024-09-18,919.3316650390625
2024-09-19,937.8942260742188
2024-09-20,950.5947875976562
2024-09-23,954.502685546875
2024-09-24,964.2723388671875
2024-09-25,981.85791015625
2024-09-26,991.6276245117188
2024-09-27,976.9730224609375
2024-09-30,934.9631958007812
2024-10-01,949.6177368164062
2024-10-04,954.502685546875
2024-10-07,981.85791015625
2024-10-08,986.7427978515625
2024-10-09,996.5125732421875
2024-10-11,1020.9368896484375
2024-10-14,1020.9368896484375
2024-10-15,1045.3612060546875
2024-10-16,1020.9368896484375
2024-10-17,1011.1670532226562
2024-10-18,1060.0157470703125
2024-10-21,1060.0157470703125
2024-10-22,1050.24609375
2024-10-23,1035.59130859375
2024-10-24,1035.59130859375
2024-10-25,1040.4761962890625
2024-10-28,1025.8216552734375
2024-10-29,1016.0518798828125
2024-10-30,1006.2821655273438
2024-11-01,1001.3972778320312
2024-11-04,1016.0518798828125
2024-11-05,1025.8216552734375
2024-11-06,1035.59130859375
2024-11-07,1040.4761962890625
2024-11-08,1064.900634765625
2024-11-11,1060.0157470703125
2024-11-12,1025.8216552734375
2024-11-13,1011.1670532226562
2024-11-14,1011.1670532226562
2024-11-15,1011.1670532226562
2024-11-18,1001.3972778320312
2024-11-19,1016.0518798828125
2024-11-20,1001.3972778320312
2024-11-21,986.7427978515625
2024-11-22,1016.0518798828125
2024-11-25,1006.2821655273438
2024-11-26,986.7427978515625
2024-11-27,976.9730224609375
2024-11-28,981.85791015625
2024-11-29,973.065185546875
2024-12-02,1011.1670532226562
2024-12-03,1030.7064208984375
2024-12-04,1045.3612060546875
2024-12-05,1050.24609375
2024-12-06,1040.4761962890625
2024-12-09,1050.24609375
2024-12-10,1040.4761962890625
2024-12-11,1020.9368896484375
2024-12-12,1039.5701904296875
2024-12-13,1044.473876953125
2024-12-16,1064.0885009765625
2024-12-17,1054.2811279296875
2024-12-18,1064.0885009765625
2024-12-19,1049.377685546875
2024-12-20,1015.052001953125
2024-12-23,1059.184814453125
2024-12-24,1059.184814453125
2024-12-25,1064.0885009765625
2024-12-26,1064.0885009765625
2024-12-27,1068.991943359375
2024-12-30,1068.991943359375
